Description,End Time,Facility Code,Participant Code,Reason,Start Time,Status,Number of Records,Outage MW,Outage Time Days,Outage Time Minutes,Recovery Time Minutes
power / Steam imbalance,2/7/2016 11:00:00 PM,AUXC_WGP,AUXC,Forced,2/7/2016 11:00:00 PM,Approved,1,11.87,0,0,
power steam imbalance,8/2/2016 8:30:00 PM,AUXC_WGP,AUXC,Forced,8/2/2016 8:30:00 PM,Approved,1,7.04,0,0,
power steam imbalance,5/31/2017 8:00:00 PM,AUXC_WGP,AUXC,Forced,5/31/2017 8:00:00 PM,Approved,1,10.63,0,0,
power steam imbalance,2/17/2016 2:00:00 PM,AUXC_WGP,AUXC,Forced,2/17/2016 2:00:00 PM,Approved,1,11.48,0,0,
power steam imbalance,2/17/2016 4:00:00 PM,AUXC_WGP,AUXC,Forced,2/17/2016 4:00:00 PM,Approved,1,11.79,0,0,
power steam imbalance,2/17/2017 5:30:00 PM,AUXC_WGP,AUXC,Forced,2/17/2017 5:30:00 PM,Approved,1,12.07,0,0,
power steam imbalance,2/17/2017 12:30:00 PM,AUXC_WGP,AUXC,Forced,2/17/2017 12:30:00 PM,Approved,1,12.11,0,0,
power steam imbalance,2/17/2017 3:30:00 PM,AUXC_WGP,AUXC,Forced,2/17/2017 3:30:00 PM,Approved,1,12.16,0,0,
power steam imbalance,2/18/2017 4:00:00 PM,AUXC_WGP,AUXC,Forced,2/18/2017 4:00:00 PM,Approved,1,12.21,0,0,
power steam imbalance,2/18/2017 5:30:00 PM,AUXC_WGP,AUXC,Forced,2/18/2017 5:30:00 PM,Approved,1,12.29,0,0,
power steam imbalance,2/18/2017 3:30:00 PM,AUXC_WGP,AUXC,Forced,2/18/2017 3:30:00 PM,Approved,1,12.33,0,0,
power steam imbalance,2/18/2017 4:30:00 PM,AUXC_WGP,AUXC,Forced,2/18/2017 4:30:00 PM,Approved,1,12.48,0,0,
power steam imbalance,2/18/2017 5:00:00 PM,AUXC_WGP,AUXC,Forced,2/18/2017 5:00:00 PM,Approved,1,12.61,0,0,
power steam imbalance,2/17/2017 5:00:00 PM,AUXC_WGP,AUXC,Forced,2/17/2017 5:00:00 PM,Approved,1,12.69,0,0,
power steam imbalance,2/17/2016 4:30:00 PM,AUXC_WGP,AUXC,Forced,2/17/2016 4:30:00 PM,Approved,1,12.78,0,0,
power steam imbalance,2/17/2016 3:30:00 PM,AUXC_WGP,AUXC,Forced,2/17/2016 3:30:00 PM,Approved,1,12.88,0,0,
power steam imbalance,2/17/2016 2:30:00 PM,AUXC_WGP,AUXC,Forced,2/17/2016 2:30:00 PM,Approved,1,16.79,0,0,
power steam imbalance,2/17/2016 3:00:00 PM,AUXC_WGP,AUXC,Forced,2/17/2016 3:00:00 PM,Approved,1,17.5,0,0,
refinery issues steam power imbalance,6/25/2016 3:00:00 PM,AUXC_WGP,AUXC,Forced,6/25/2016 3:00:00 PM,Approved,1,8.03,0,0,
refinery issues steam power imbalance,6/25/2016 4:30:00 PM,AUXC_WGP,AUXC,Forced,6/25/2016 4:30:00 PM,Approved,1,8.26,0,0,
refinery issues steam power imbalance,6/25/2016 1:00:00 PM,AUXC_WGP,AUXC,Forced,6/25/2016 1:00:00 PM,Approved,1,8.43,0,0,
refinery issues steam power imbalance,6/25/2016 1:30:00 PM,AUXC_WGP,AUXC,Forced,6/25/2016 1:30:00 PM,Approved,1,8.99,0,0,
refinery issues steam power imbalance,6/25/2016 2:30:00 PM,AUXC_WGP,AUXC,Forced,6/25/2016 2:30:00 PM,Approved,1,10.33,0,0,
refinery issues steam power imbalance,6/25/2016 2:00:00 PM,AUXC_WGP,AUXC,Forced,6/25/2016 2:00:00 PM,Approved,1,11.14,0,0,
"refinery issues.
Power steam imbalance",12/20/2016 4:30:00 PM,AUXC_WGP,AUXC,Forced,12/20/2016 4:30:00 PM,Approved,1,14.86,0,0,
"Bushfires close to Refinery and Switchyard, reducing export to minimise risk.",1/7/2016 10:00:00 AM,AUXC_WGP,AUXC,Forced,1/7/2016 10:00:00 AM,Approved,1,14.7,0,0,0
"Bushfires close to Refinery and Switchyard, reducing export to minimise risk.",1/7/2016 10:30:00 AM,AUXC_WGP,AUXC,Forced,1/7/2016 10:30:00 AM,Approved,1,19.81,0,0,0
"Bushfires close to Refinery and Switchyard, reducing export to minimise risk.",1/7/2016 11:00:00 AM,AUXC_WGP,AUXC,Forced,1/7/2016 11:00:00 AM,Approved,1,23.53,0,0,0
"Bushfires close to Refinery and Switchyard, reducing export to minimise risk.",1/7/2016 12:30:00 PM,AUXC_WGP,AUXC,Forced,1/7/2016 12:30:00 PM,Approved,1,24.55,0,0,0
"Bushfires close to Refinery and Switchyard, reducing export to minimise risk.",1/7/2016 12:00:00 PM,AUXC_WGP,AUXC,Forced,1/7/2016 12:00:00 PM,Approved,1,24.57,0,0,0
"Bushfires close to Refinery and Switchyard, reducing export to minimise risk.",1/7/2016 11:30:00 AM,AUXC_WGP,AUXC,Forced,1/7/2016 11:30:00 AM,Approved,1,24.62,0,0,0
"Bushfires close to Refinery and Switchyard, reducing export to minimise risk.",1/8/2016 3:00:00 PM,AUXC_WGP,AUXC,Forced,1/8/2016 3:00:00 PM,Approved,1,24.69,0,0,0
"Bushfires close to Refinery and Switchyard, reducing export to minimise risk.",1/8/2016 2:30:00 PM,AUXC_WGP,AUXC,Forced,1/8/2016 2:30:00 PM,Approved,1,24.97,0,0,0
"11MVAr protection (breaker change out), Furnace 1. For further information contact Simcoa Furnace Control on 9780 6670",1/30/2017 10:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,1/30/2017 6:00:00 AM,Approved,1,21,0.166666667,0.000115741,
Baghouse Fans electrical trip,2/23/2017 10:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,2/23/2017 10:00:00 AM,Approved,1,42,0.020833333,1.446759259e-05,
Blown fume duct to ph1 electrode cooling,4/3/2017 10:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,4/3/2017 9:30:00 AM,Approved,1,21,0.020833333,1.446759259e-05,
"Blown hydraulic hose, Furnace 1. For further information contact Simcoa Furnace Control on 9780 6670",3/11/2017 1:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,3/11/2017 10:00:00 AM,Approved,1,21,0.145833333,0.000101273,
"Box overflowed, burnt tracks",3/22/2017 4:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,3/22/2017 5:00:00 AM,Approved,1,24,0.458333333,0.000318287,
Broken electrode. Kibble changeout. Furnace 1. For further information contact Simcoa Furnace Control on 9780 6670,7/12/2017 1:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/11/2017 10:00:00 PM,Approved,1,21,0.145833333,0.000101273,
CV009 issues,2/25/2016 5:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,2/25/2016 2:30:00 AM,Approved,1,42,0.104166667,7.233796296e-05,
Casting crane failure. For further information contact Simcoa Furnace Control on 9780 6670,3/26/2017 8:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,3/26/2017 7:30:00 PM,Approved,1,21,0.020833333,1.446759259e-05,
Combustion chamber failed to fire.  Protection Shutdown.,6/6/2016 1:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/6/2016 11:00:00 AM,Approved,1,156,0.083333333,5.787037037e-05,
Emergency generator caused hydraulic fault and demin water plant trip,1/18/2017 4:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,1/18/2017 2:00:00 PM,Approved,1,21,0.104166667,7.233796296e-05,
FO,9/13/2016 3:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/31/2016 1:30:00 PM,Approved,1,0.8,13.0625,0.009071181,
FO,7/15/2017 6:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/15/2017 6:30:00 PM,Approved,1,26,0,0,
FO,8/2/2016 7:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/2/2016 7:00:00 AM,Approved,1,78,0,0,
FO,7/15/2017 6:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/15/2017 6:00:00 PM,Approved,1,104,0,0,
FO,8/2/2016 12:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/2/2016 7:30:00 AM,Approved,1,156,0.208333333,0.000144676,
FO,7/15/2017 5:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/15/2017 5:30:00 PM,Approved,1,156,0,0,
FO,7/15/2017 6:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/15/2017 5:30:00 PM,Approved,1,156,0.020833333,1.446759259e-05,
FO due to unit trip,6/27/2017 5:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/27/2017 5:30:00 PM,Approved,1,46.8,0,0,
FO due to unit trip,6/27/2017 7:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/27/2017 7:30:00 PM,Approved,1,57.2,0,0,
FO due to unit trip,6/27/2017 7:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/27/2017 7:30:00 PM,Approved,1,57.2,0,0,
FO due to unit trip,6/27/2017 7:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/27/2017 6:00:00 PM,Approved,1,156,0.041666667,2.893518519e-05,
FO due to unit trip,6/27/2017 7:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/27/2017 6:00:00 PM,Approved,1,156,0.041666667,2.893518519e-05,
Failed to start,8/20/2017 6:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/20/2017 6:00:00 PM,Approved,1,156,0,0,
Fan 13 off line due to maintenance work. For further information contact Simcoa Furnace Control on 9780 6670,1/10/2017 10:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,1/10/2017 10:00:00 AM,Approved,1,6,0.020833333,1.446759259e-05,
Fire Protection Fault,7/19/2017 12:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/18/2017 11:00:00 PM,Approved,1,41,0.041666667,2.893518519e-05,
Flow meter problem on Line 35,7/21/2017 5:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/20/2017 4:00:00 PM,Approved,1,21,1.041666667,0.000723380,
Fu1 Chain curtain fallen off.  For further information contact Simcoa Furnace Control on 9780 6670,7/10/2016 12:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/9/2016 10:00:00 PM,Approved,1,21,0.083333333,5.787037037e-05,
Fume duct issue,11/5/2016 9:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,11/5/2016 9:00:00 AM,Approved,1,21,0.020833333,1.446759259e-05,
Furnace 1 - Server communication fault.  For further information contact Simcoa Furnace Control on 9780 6670,9/21/2016 10:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,9/21/2016 10:00:00 PM,Approved,1,21,0.020833333,1.446759259e-05,
Furnace 1 - Server communication fault.  For further information contact Simcoa Furnace Control on 9780 6670,9/21/2016 11:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,9/21/2016 10:30:00 PM,Approved,1,21,0.020833333,1.446759259e-05,
Furnace 1 Outage,12/2/2016 12:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,12/2/2016 9:30:00 AM,Approved,1,21,0.104166667,7.233796296e-05,
Furnace 1 Phase 2 oil leak repair,9/19/2016 10:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,9/19/2016 8:30:00 AM,Approved,1,21,0.083333333,5.787037037e-05,
Furnace 1 tap hole breakout,2/24/2016 11:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,2/24/2016 11:00:00 PM,Approved,1,37,0.020833333,1.446759259e-05,
Furnace 1 unplanned outage,7/2/2017 1:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/2/2017 1:00:00 AM,Approved,1,12.6,0,0,
Furnace 1 water leak ? Transformer line 2. For further information contact Simcoa Furnace Control on 9780 6670,7/4/2017 12:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/4/2017 11:30:00 AM,Approved,1,21,0.041666667,2.893518519e-05,
"Furnace 1, Large Flame and repack. For further information contact Simcoa Furnace Control on 9780 6670",6/30/2016 12:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/30/2016 12:30:00 PM,Approved,1,17,0,0,
Furnace 2 - Taphole blow and repack,1/6/2017 3:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,1/6/2017 3:30:00 PM,Approved,1,18.5,0,0,
Furnace 2 OOS,2/18/2016 2:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,2/18/2016 2:00:00 AM,Approved,1,21,0.020833333,1.446759259e-05,
Furnace 2 broken electrode phase 2. For further information contact Simcoa Furnace Control on 9780 6670,8/30/2016 8:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/30/2016 8:00:00 AM,Approved,1,21,0.020833333,1.446759259e-05,
Furnace 2 outage,4/21/2017 9:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,4/21/2017 9:00:00 AM,Approved,1,8.4,0,0,
Furnace 2. Dango tripped with stoking arm in the furnace. For further information contact Simcoa Furnace Control on 9780 6670,3/10/2016 10:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,3/10/2016 9:30:00 AM,Approved,1,21,0.041666667,2.893518519e-05,
Furnace off due to water leak on contact pad line - Furnace 2,2/2/2016 10:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,2/2/2016 10:00:00 AM,Approved,1,21,0.020833333,1.446759259e-05,
"Furnace1, Taphole repack.  For further information contact Simcoa Furnace Control on 9780 6670",6/30/2016 1:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/30/2016 1:00:00 PM,Approved,1,21,0,0,
GT1 Main Step Transformer temperature transducer lost signal making the TX unavailable.,4/21/2017 11:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,4/20/2017 5:30:00 PM,Approved,1,41,0.75,0.000520833,
GT1 Starter diesel failure to start.,6/15/2017 1:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/14/2017 4:00:00 PM,Approved,1,41,0.895833333,0.000622106,
GT1 logic issue,8/3/2017 10:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/3/2017 9:30:00 AM,Approved,1,41,0.041666667,2.893518519e-05,
"GT1 went unavailable due to Fire System fault again, John from AEMO rang me at 1402 on Saturday 03 December.",12/4/2016 1:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,12/3/2016 2:00:00 PM,Approved,1,41,0.979166667,0.000679977,
GT1 went unavailable due to Fire System fault.,12/1/2016 1:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,11/30/2016 2:00:00 PM,Approved,1,41,0.979166667,0.000679977,
"GT2 Caterpillar starter had issues, required a rebuild.",4/12/2016 9:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,4/8/2016 5:30:00 PM,Approved,1,41,4.145833333,0.002879051,
Gas Regulation issue,2/19/2016 5:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,2/19/2016 5:00:00 PM,Approved,1,342,0,0,
Hydraulic hose failure,7/15/2017 2:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/15/2017 2:00:00 PM,Approved,1,4.2,0,0,
Hydraulic hose failure,7/15/2017 4:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/15/2017 4:30:00 PM,Approved,1,16.8,0,0,
Hydraulic hose failure,7/15/2017 4:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/15/2017 2:30:00 PM,Approved,1,21,0.0625,4.340277778e-05,
Hydraulic leak,7/21/2017 6:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/21/2017 3:00:00 PM,Approved,1,21,0.125,8.680555556e-05,
Hydraulic oil leak Phase 1 Contact Pad Lines,7/19/2017 11:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/19/2017 11:30:00 AM,Approved,1,3.4,0,0,
Hydraulic oil leak Phase 1 Contact Pad Lines,7/19/2017 11:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/19/2017 7:30:00 AM,Approved,1,20.4,0.145833333,0.000101273,
Hydraulic oil leak Phase 2 contact clamp,10/20/2016 2:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,10/20/2016 10:00:00 AM,Approved,1,21,0.166666667,0.000115741,
Intertrip from Western Power caused ME breaker 801.1 to open.  Intertrip as a result of a lightning storm in the area.  To be converted to a Consequential Outage.,1/7/2016 1:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,1/6/2016 9:00:00 PM,Approved,1,82,0.6875,0.000477431,
Kemerton_GT12 tripped on start,8/15/2017 9:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/15/2017 9:00:00 AM,Approved,1,26,0,0,
Kemerton_GT12 tripped on start,8/15/2017 7:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/15/2017 7:30:00 AM,Approved,1,57.2,0,0,
Kemerton_GT12 tripped on start,8/15/2017 8:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/15/2017 8:00:00 AM,Approved,1,156,0.020833333,1.446759259e-05,
Kemerton_GT12 tripped on start triggering protection which affected Kemerton_GT11,8/15/2017 7:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/15/2017 7:30:00 AM,Approved,1,57.2,0,0,
Kemerton_GT12 tripped on start triggering protection which affected Kemerton_GT11,8/15/2017 8:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/15/2017 8:30:00 AM,Approved,1,98.8,0,0,
Kemerton_GT12 tripped on start triggering protection which affected Kemerton_GT11,8/15/2017 8:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/15/2017 8:00:00 AM,Approved,1,156,0,0,
"Ladle car derailed, Furnace 1. For further information contact Simcoa Furnace Control on 9780 6670",7/6/2017 7:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/6/2017 7:00:00 PM,Approved,1,21,0.020833333,1.446759259e-05,
Ladle car derailment,6/17/2016 8:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/17/2016 8:00:00 PM,Approved,1,16,0.020833333,1.446759259e-05,
Ladle car derailment,5/22/2016 1:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,5/22/2016 12:30:00 AM,Approved,1,21,0.041666667,2.893518519e-05,
Ladle car derailment,6/17/2016 9:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/17/2016 8:30:00 PM,Approved,1,21,0.020833333,1.446759259e-05,
Launder failure Furnace 2. For further information contact Simcoa Furnace Control on 9780 6670,5/5/2016 2:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,5/5/2016 2:00:00 PM,Approved,1,11.3,0.020833333,1.446759259e-05,
Launder failure and rebuild. For further information contact Simcoa Furnace Control on 9780 6670,4/30/2016 1:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,4/30/2016 12:00:00 PM,Approved,1,21,0.0625,4.340277778e-05,
MCC fault,12/22/2016 11:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,12/22/2016 11:00:00 AM,Approved,1,21,0.020833333,1.446759259e-05,
Maintenance Shutdown - Total power used 0MW as Furnace 1 is still shutdown,8/26/2016 5:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/22/2016 1:30:00 AM,Approved,1,0,4.166666667,0.002893519,
Mechanical failure experienced on one of the main baghouse fans. Furnace 1&2 affected. For further information contact Simcoa Furnace Control on 9780 6670,2/16/2016 12:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,2/16/2016 9:00:00 AM,Approved,1,42,0.145833333,0.000101273,
"No batching, Furnace 1 and 2. For further information contact Simcoa Furnace Control on 9780 6670",6/4/2016 10:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,6/4/2016 8:30:00 AM,Approved,1,42,0.083333333,5.787037037e-05,
No crane available Furnace 1 & 2. For further information contact Simcoa Furnace Control on 9780 6670,4/28/2016 6:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,4/28/2016 6:00:00 PM,Approved,1,9.1,0,0,
No crane available Furnace 1 & 2. For further information contact Simcoa Furnace Control on 9780 6670,4/28/2016 7:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,4/28/2016 7:30:00 PM,Approved,1,30.8,0,0,
No crane available Furnace 1 & 2. For further information contact Simcoa Furnace Control on 9780 6670,4/28/2016 6:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,4/28/2016 6:30:00 PM,Approved,1,42,0,0,
No crane available Furnace 1 & 2. For further information contact Simcoa Furnace Control on 9780 6670,4/28/2016 7:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,4/28/2016 7:00:00 PM,Approved,1,42,0,0,
No crane available Furnace 1. For further information contact Simcoa Furnace Control on 9780 6670,4/28/2016 8:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,4/28/2016 8:00:00 PM,Approved,1,2.1,0,0,
No water flow line 37 contact pad phase 2. For further information contact Simcoa Furnace Control on 9780 6670,4/10/2017 1:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,4/10/2017 12:30:00 PM,Approved,1,21,0.020833333,1.446759259e-05,
Oil Leak on Phase 2 .  For further information contact Simcoa Furnace Control on 9780 6670,10/3/2016 3:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,10/3/2016 7:00:00 AM,Approved,1,21,0.333333333,0.000231481,
Oil leak,2/15/2017 12:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,2/15/2017 10:00:00 AM,Approved,1,21,0.083333333,5.787037037e-05,
Oil leak on Ph1,7/16/2017 3:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/16/2017 3:30:00 PM,Approved,1,10.5,0,0,
Oil leak on Ph1,7/16/2017 8:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/16/2017 8:30:00 PM,Approved,1,17.5,0,0,
Oil leak on Ph1,7/16/2017 8:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/16/2017 4:00:00 PM,Approved,1,21,0.166666667,0.000115741,
Oil leak on ph1 furnace 1.  For further information contact Simcoa Furnace Control on 9780 6670,9/21/2016 11:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,9/21/2016 7:30:00 AM,Approved,1,21,0.166666667,0.000115741,
Operational Issues caused real time forced outage.,7/27/2017 7:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/26/2017 8:00:00 AM,Approved,1,5,0.979166667,0.000679977,
Operational Issues caused real time forced outage.,7/28/2017 7:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/27/2017 8:00:00 AM,Approved,1,5,0.979166667,0.000679977,
Operational issue on start up,5/25/2016 7:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,5/25/2016 7:00:00 AM,Approved,1,31.2,0,0,
"Remove isolation plates on fan 12. Plant affected, Furnace 1 and 2. 

For further information contact Simcoa Furnace Control on 9780 6670.",2/17/2016 4:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,2/17/2016 2:00:00 PM,Approved,1,42,0.104166667,7.233796296e-05,
Repair fuel oil lines,10/13/2016 4:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,10/13/2016 6:00:00 AM,Approved,1,21,0.416666667,0.000289352,
Repair major water leak from pressure ring,3/15/2017 1:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,3/15/2017 4:30:00 AM,Approved,1,21,0.375,0.000260417,
"Repair to floor plate stoking floor, Furnace 2. For further information contact Simcoa Furnace Control on 9780 6670",6/1/2016 1:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/1/2016 11:00:00 AM,Approved,1,21,0.083333333,5.787037037e-05,
Repairs to chain curtain,8/18/2016 10:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/18/2016 9:00:00 AM,Approved,1,21,0.041666667,2.893518519e-05,
"Replace fume duct onto feeder 203, Furnace 2. For further information contact Simcoa Furnace Control on 9780 6670",6/24/2016 1:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/24/2016 12:30:00 PM,Approved,1,21,0.020833333,1.446759259e-05,
Shutdown for baghouse fans blanks.  For further information contact Simcoa Furnace Control on 9780 6670,7/25/2016 3:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/25/2016 8:00:00 AM,Approved,1,11,0.291666667,0.000202546,
Spring pack leak,7/26/2017 12:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/26/2017 12:30:00 PM,Approved,1,7,0,0,
Spring pack leak,7/26/2017 12:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/26/2017 9:30:00 AM,Approved,1,21,0.104166667,7.233796296e-05,
"Start up curve, Furnace 1. For further information contact Simcoa Furnace Control on 9780 6670",1/30/2017 11:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,1/30/2017 10:30:00 AM,Approved,1,17,0.041666667,2.893518519e-05,
Startup after shut for oil leak,2/15/2017 12:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,2/15/2017 12:30:00 PM,Approved,1,11,0,0,
"Taphole blow and repack, Furnace 1. For further information contact Simcoa Furnace Control on 9780 6670",8/1/2017 10:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/1/2017 10:00:00 AM,Approved,1,21,0.020833333,1.446759259e-05,
Taphole maintenance,6/18/2016 9:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,6/18/2016 8:30:00 AM,Approved,1,21,0.020833333,1.446759259e-05,
"Taphole repair, Furnace1. For further information contact Simcoa Furnace Control on 9780 6670",6/23/2016 1:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,6/23/2016 12:00:00 AM,Approved,1,21,0.0625,4.340277778e-05,
Tapping fan MCC fault,1/18/2017 5:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,1/18/2017 11:00:00 AM,Approved,1,21,0.270833333,0.000188079,
Unit 11 trip on gas detector failure,6/15/2017 9:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,6/15/2017 9:00:00 AM,Approved,1,103,0,0,
Unit failed to start,8/2/2017 4:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/2/2017 4:30:00 PM,Approved,1,36.4,0,0,
Unit failed to start,8/20/2017 5:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/20/2017 5:30:00 PM,Approved,1,52,0,0,
Unit failed to start,8/2/2017 5:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/2/2017 5:30:00 PM,Approved,1,109.2,0,0,
Unit failed to start,8/2/2017 5:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/2/2017 5:00:00 PM,Approved,1,156,0,0,
Unit trip on start,6/27/2017 5:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/27/2017 5:30:00 PM,Approved,1,46.8,0,0,
Unit tripped,8/14/2017 5:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/14/2017 5:30:00 PM,Approved,1,88.4,0,0,
Unit tripped,8/14/2017 6:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/14/2017 6:30:00 PM,Approved,1,104,0,0,
Unit tripped,8/14/2017 6:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/14/2017 6:00:00 PM,Approved,1,156,0,0,
Water leak Ph2 Fu1. For further information contact Simcoa Furnace Control on 9780 6670,11/29/2016 10:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,11/29/2016 8:30:00 AM,Approved,1,21,0.083333333,5.787037037e-05,
Water leak on hood,5/23/2016 9:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,5/23/2016 8:30:00 AM,Approved,1,21,0.020833333,1.446759259e-05,
Water leak on phase 1 pressure ring. For further information contact Simcoa Furnace Control on 9780 6670,7/11/2017 4:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/11/2017 1:30:00 PM,Approved,1,21,0.125,8.680555556e-05,
Water lines. For further information contact Simcoa Furnace Control on 9780 6670,3/1/2016 10:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,3/1/2016 9:00:00 AM,Approved,1,42,0.041666667,2.893518519e-05,
