Description,End Time,Facility Code,Participant Code,Reason,Start Time,Status,Number of Records,Outage MW,Outage Time Days,Outage Time Minutes,Recovery Time Minutes
Turbine CV Issue,3/8/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),3/7/2016 8:30:00 AM,Approved,1,195,0.958333333,0.000665509,18
Boiler Inspection,6/30/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),6/29/2016 8:00:00 AM,Approved,1,211,0.979166667,0.000679977,24
Boiler inspection,9/26/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),9/25/2016 8:00:00 AM,Approved,1,55,0.979166667,0.000679977,24
Internal Boiler Inspection,10/15/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),10/14/2016 8:00:00 AM,Approved,1,55,0.979166667,0.000679977,24
Load Reduction,2/22/2017 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),2/21/2017 5:00:00 PM,Approved,1,15,0.604166667,0.000419560,24
Load Reduction,2/16/2017 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),2/15/2017 8:00:00 AM,Approved,1,27,0.979166667,0.000679977,24
Pre Summer Outage,12/6/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),12/5/2016 8:00:00 AM,Approved,1,205.9,0.979166667,0.000679977,24
Boiler Outage,4/12/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),4/11/2016 8:00:00 AM,Approved,1,55,0.979166667,0.000679977,36
Cooling Tower Cell maintenance.,11/18/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),11/17/2016 8:00:00 AM,Approved,1,41,0.979166667,0.000679977,36
Cooling Tower Maintenance,9/27/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),9/26/2016 8:00:00 AM,Approved,1,55,0.979166667,0.000679977,36
Turbine auxiliary inspection,9/4/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),9/3/2016 8:00:00 AM,Approved,1,55,0.979166667,0.000679977,36
DAOM,9/30/2016 3:00:00 PM,MUNDARING_GT1,MUND,Opportunistic Maintenance (Planned),9/30/2016 8:00:00 AM,Approved,1,38,0.291666667,0.000202546,0
ODOM,2/25/2016 3:30:00 PM,MUNDARING_GT1,MUND,Opportunistic Maintenance (Planned),2/25/2016 3:30:00 PM,Approved,1,12,0,0,0
ODOM,2/25/2016 3:00:00 PM,MUNDARING_GT1,MUND,Opportunistic Maintenance (Planned),2/25/2016 10:30:00 AM,Approved,1,36,0.1875,0.000130208,0
ODOM,10/19/2016 3:00:00 PM,MUNDARING_GT1,MUND,Opportunistic Maintenance (Planned),10/19/2016 10:00:00 AM,Approved,1,36,0.208333333,0.000144676,0
ODOM,8/15/2017 12:30:00 PM,MUNDARING_GT1,MUND,Opportunistic Maintenance (Planned),8/15/2017 9:30:00 AM,Approved,1,36.258,0.125,8.680555556e-05,0
ODOM,3/27/2017 4:00:00 PM,MUNDARING_GT1,MUND,Opportunistic Maintenance (Planned),3/27/2017 3:00:00 PM,Approved,1,37.2,0.041666667,2.893518519e-05,0
ODOM,6/15/2017 2:00:00 PM,MUNDARING_GT1,MUND,Opportunistic Maintenance (Planned),6/15/2017 1:00:00 PM,Approved,1,37.2,0.041666667,2.893518519e-05,0
ODOM,3/29/2017 5:00:00 PM,MUNDARING_GT1,MUND,Opportunistic Maintenance (Planned),3/29/2017 3:00:00 PM,Approved,1,38.2,0.083333333,5.787037037e-05,0
Opportune work,3/17/2016 4:30:00 PM,MUNDARING_GT1,MUND,Opportunistic Maintenance (Planned),3/17/2016 4:30:00 PM,Approved,1,18,0,0,0
Opportune work,3/15/2016 3:00:00 PM,MUNDARING_GT1,MUND,Opportunistic Maintenance (Planned),3/15/2016 11:00:00 AM,Approved,1,36,0.166666667,0.000115741,0
Opportune work,3/16/2016 4:30:00 PM,MUNDARING_GT1,MUND,Opportunistic Maintenance (Planned),3/16/2016 10:00:00 AM,Approved,1,36,0.270833333,0.000188079,0
Opportune work,3/17/2016 4:00:00 PM,MUNDARING_GT1,MUND,Opportunistic Maintenance (Planned),3/17/2016 2:00:00 PM,Approved,1,36,0.083333333,5.787037037e-05,0
BOP HMI software upgrade,2/23/2017 3:00:00 PM,PERTHENERGY_KORL_GT1,PUG,Opportunistic Maintenance (Planned),2/23/2017 8:30:00 AM,Approved,1,116,0.270833333,0.000188079,1
Check and test gas fuel control valve,8/31/2016 1:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Opportunistic Maintenance (Planned),8/31/2016 11:00:00 AM,Approved,1,58,0.104166667,7.233796296e-05,1
GT1 VT001 inspection,10/6/2016 2:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Opportunistic Maintenance (Planned),10/6/2016 11:00:00 AM,Approved,1,116,0.145833333,0.000101273,1
GT2B FCV1101 (gas fuel control valve) motor replacement,11/16/2016 3:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Opportunistic Maintenance (Planned),11/16/2016 11:00:00 AM,Approved,1,58,0.1875,0.000130208,1
GT2B IGV Dual Servo Valve replacement.,9/29/2016 4:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Opportunistic Maintenance (Planned),9/29/2016 11:00:00 AM,Approved,1,58,0.229166667,0.000159144,1
Inspect and test turbine vibration sensor,7/26/2016 3:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Opportunistic Maintenance (Planned),7/26/2016 10:30:00 AM,Approved,1,58,0.208333333,0.000144676,2
Test and calibrate IGV unit and Gas Control Valve,9/9/2016 4:00:00 PM,PERTHENERGY_KORL_GT1,PUG,Opportunistic Maintenance (Planned),9/9/2016 10:30:00 AM,Approved,1,116,0.229166667,0.000159144,2
Test and repair turbine gas control valve,9/14/2016 7:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Opportunistic Maintenance (Planned),9/14/2016 10:30:00 AM,Approved,1,116,0.375,0.000260417,3
FO,4/27/2017 2:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),4/27/2017 10:30:00 AM,Approved,1,38.293,0.145833333,0.000101273,0
ODOM,5/19/2016 12:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),5/19/2016 11:00:00 AM,Approved,1,28.77,0.041666667,2.893518519e-05,0
ODOM,6/23/2017 1:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),6/23/2017 12:30:00 PM,Approved,1,37.2,0.041666667,2.893518519e-05,0
ODOM,6/30/2017 3:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),6/30/2017 9:30:00 AM,Approved,1,37.2,0.229166667,0.000159144,0
ODOM,7/19/2017 2:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),7/19/2017 9:30:00 AM,Approved,1,38.293,0.208333333,0.000144676,0
ODOM,7/21/2017 1:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),7/21/2017 9:30:00 AM,Approved,1,38.293,0.145833333,0.000101273,0
ODOM,8/24/2017 3:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),8/24/2017 9:30:00 AM,Approved,1,38.293,0.229166667,0.000159144,0
ODOM,6/17/2016 3:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),6/17/2016 10:00:00 AM,Approved,1,109.55,0.229166667,0.000159144,0
ODOM,8/6/2016 2:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),8/6/2016 9:00:00 AM,Approved,1,116,0.229166667,0.000159144,0
ODOM,12/7/2016 4:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),12/7/2016 9:00:00 AM,Approved,1,116,0.291666667,0.000202546,0
ODOM,1/17/2017 3:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),1/17/2017 11:00:00 AM,Approved,1,116,0.1875,0.000130208,0
ODOM,1/31/2017 3:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),1/31/2017 9:30:00 AM,Approved,1,116,0.25,0.000173611,0
ODOM,3/13/2017 1:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),3/13/2017 9:30:00 AM,Approved,1,116,0.166666667,0.000115741,0
ODOM,3/16/2017 11:30:00 AM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),3/16/2017 10:00:00 AM,Approved,1,116,0.0625,4.340277778e-05,0
ODOM,3/22/2017 2:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),3/22/2017 1:30:00 PM,Approved,1,116,0.041666667,2.893518519e-05,0
ODOM,4/26/2017 12:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),4/26/2017 9:30:00 AM,Approved,1,116,0.104166667,7.233796296e-05,0
ODOM,6/21/2017 1:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),6/21/2017 9:00:00 AM,Approved,1,116,0.166666667,0.000115741,0
ODOM,7/14/2017 1:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),7/14/2017 9:30:00 AM,Approved,1,116,0.166666667,0.000115741,0
ODOM,7/22/2016 11:00:00 AM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),7/22/2016 10:30:00 AM,Approved,1,123,0.020833333,1.446759259e-05,0
ODOM,7/30/2016 10:30:00 AM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),7/30/2016 9:00:00 AM,Approved,1,123,0.0625,4.340277778e-05,0
ODOM,10/13/2016 10:30:00 AM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),10/13/2016 9:00:00 AM,Approved,1,123,0.0625,4.340277778e-05,0
ODOM,11/11/2016 11:30:00 AM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),11/11/2016 11:30:00 AM,Approved,1,123,0,0,0
ODOM,2/23/2017 11:30:00 AM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),2/23/2017 9:00:00 AM,Approved,1,127,0.104166667,7.233796296e-05,0
ODOM,3/3/2017 5:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),3/3/2017 9:00:00 AM,Approved,1,127,0.333333333,0.000231481,0
ODOM,4/5/2017 11:30:00 AM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),4/5/2017 9:00:00 AM,Approved,1,127,0.104166667,7.233796296e-05,0
ODOM,8/8/2017 10:30:00 AM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),8/8/2017 9:00:00 AM,Approved,1,127,0.0625,4.340277778e-05,0
ODOM,8/15/2017 2:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),8/15/2017 12:00:00 PM,Approved,1,127,0.083333333,5.787037037e-05,0
OOM,7/4/2016 3:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),7/4/2016 9:00:00 AM,Approved,1,38,0.25,0.000173611,0
OOM,7/19/2016 3:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),7/19/2016 2:00:00 PM,Approved,1,107.625,0.0625,4.340277778e-05,0
Opportune Maint,1/14/2016 11:00:00 AM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),1/14/2016 8:30:00 AM,Approved,1,116,0.104166667,7.233796296e-05,0
Opportune Outage,1/28/2016 2:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),1/28/2016 10:30:00 AM,Approved,1,116,0.145833333,0.000101273,0
Opportune work,3/23/2016 10:30:00 AM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),3/23/2016 10:30:00 AM,Approved,1,58,0,0,0
Opportune work,3/23/2016 11:30:00 AM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),3/23/2016 11:00:00 AM,Approved,1,116,0.020833333,1.446759259e-05,0
Opportune work,4/26/2016 3:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),4/26/2016 10:30:00 AM,Approved,1,116,0.1875,0.000130208,0
Opportune work,3/16/2016 2:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),3/16/2016 9:00:00 AM,Approved,1,123,0.229166667,0.000159144,0
Opportunistic Maint,1/12/2016 12:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),1/12/2016 11:00:00 AM,Approved,1,37,0.0625,4.340277778e-05,0
Opportunistic Maint,2/5/2016 9:30:00 AM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),2/5/2016 9:30:00 AM,Approved,1,38,0,0,0
Opportunistic Maint,2/15/2016 2:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),2/15/2016 9:30:00 AM,Approved,1,123,0.208333333,0.000144676,0
Opportunistic Maintenance,2/12/2016 2:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),2/12/2016 9:30:00 AM,Approved,1,38,0.208333333,0.000144676,0
Opportunistic maintenance,1/5/2016 12:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),1/5/2016 12:30:00 PM,Approved,1,58,0,0,0
Opportunistic maintenance,1/5/2016 12:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),1/5/2016 10:00:00 AM,Approved,1,116,0.083333333,5.787037037e-05,0
Unit available on Diesel,8/24/2017 12:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),8/24/2017 9:30:00 AM,Approved,1,0,0.104166667,7.233796296e-05,0
ODOM,11/19/2016 2:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),11/19/2016 9:00:00 AM,Approved,1,116,0.208333333,0.000144676,1
HP Bypass valve positioner replacement,4/8/2017 5:00:00 AM,PMC_AG,PMC,Opportunistic Maintenance (Planned),4/7/2017 11:00:00 PM,Approved,1,335,0.25,0.000173611,39
Outage to inspect a de-mineralized water leak on Newgen Kwinana.,2/13/2016 7:30:00 AM,PMC_AG,PMC,Opportunistic Maintenance (Planned),2/13/2016 5:30:00 AM,Approved,1,335,0.083333333,5.787037037e-05,39
WMK OOS For Compressor Wash,5/29/2017 7:30:00 AM,STHRNCRS_EG,STHRNCRS,Opportunistic Maintenance (Planned),5/29/2017 6:00:00 AM,Approved,1,23,0.0625,4.340277778e-05,1
Urgent repairs to NOx steam injection line to GT,8/10/2016 7:30:00 AM,TIWEST_COG1,TRMOS,Opportunistic Maintenance (Planned),8/10/2016 6:00:00 AM,Approved,1,0,0.0625,4.340277778e-05,0
ODOM,5/5/2016 12:00:00 PM,WEST_KALGOORLIE_GT2,WGUTD,Opportunistic Maintenance (Planned),5/5/2016 9:30:00 AM,Approved,1,36,0.104166667,7.233796296e-05,0
ODOM,1/18/2017 11:00:00 AM,WEST_KALGOORLIE_GT2,WGUTD,Opportunistic Maintenance (Planned),1/18/2017 11:00:00 AM,Approved,1,36,0,0,0
ODOM,8/2/2017 11:30:00 AM,WEST_KALGOORLIE_GT2,WGUTD,Opportunistic Maintenance (Planned),8/2/2017 9:00:00 AM,Approved,1,36,0.104166667,7.233796296e-05,0
Routine Water Wash,6/1/2016 11:30:00 PM,AURICON_PNJ_U1,AURICON,Opportunistic Maintenance (Planned),6/1/2016 6:00:00 PM,Cancelled By Market Participant,1,190,0.229166667,0.000159144,6
Unit testing,12/1/2016 7:30:00 AM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),12/1/2016 6:00:00 AM,Cancelled By Market Participant,1,156,0.0625,4.340277778e-05,1
Lube clean,8/7/2017 10:30:00 AM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),8/7/2017 10:00:00 AM,Cancelled By Market Participant,1,100.1,0.020833333,1.446759259e-05,1
Cooling Tower Tie in,3/4/2016 9:30:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),3/4/2016 8:00:00 AM,Cancelled By Market Participant,1,195,0.5625,0.000390625,12
One unit On the day outage request,5/25/2017 7:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),5/25/2017 9:00:00 AM,Cancelled By System Management,1,171,0.4375,0.000303819,3
Opportune work,3/23/2016 10:30:00 AM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),3/23/2016 10:30:00 AM,Not Accepted,1,58,0,0,0
Load Restriction,2/25/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),2/24/2016 1:00:00 PM,Rejected,1,110,0.770833333,0.000535301,12
"Minor shut to maintain Shrouds, chain curtains, hood components etc.",9/19/2017 5:00:00 PM,BW1_GREENWATERS_G2,GW,Scheduled (Planned),9/19/2017 5:00:00 AM,Accepted,1,21,0.5,0.000347222,0
"Minor shut to maintain Shrouds, chain curtains, hood components etc.",9/20/2017 5:00:00 PM,BW1_GREENWATERS_G2,GW,Scheduled (Planned),9/20/2017 5:00:00 AM,Accepted,1,21,0.5,0.000347222,0
compliance testing,12/19/2016 11:30:00 AM,BW1_GREENWATERS_G2,GW,Scheduled (Planned),12/19/2016 10:00:00 AM,Accepted,1,156,0.0625,4.340277778e-05,39
gas compliance testing,12/19/2016 9:30:00 AM,BW1_GREENWATERS_G2,GW,Scheduled (Planned),12/19/2016 8:00:00 AM,Accepted,1,156,0.0625,4.340277778e-05,39
Turbine alternator outage 7 days 10 mw - 0.02 MW site export,10/6/2017 8:00:00 PM,ENRG_KALGOORLIE_GT3,ENRG,Scheduled (Planned),9/3/2017 6:00:00 AM,Accepted,1,0.02,33.583333333,0.023321759,10
Attemperator repair boiler 3.,5/5/2017 6:00:00 PM,ENRG_KALGOORLIE_GT3,ENRG,Scheduled (Planned),4/9/2017 5:00:00 AM,Accepted,1,15,26.541666667,0.018431713,37
Boiler 6 PSV Statutory Outage,6/22/2017 11:30:00 PM,ENRG_KALGOORLIE_GT3,ENRG,Scheduled (Planned),6/15/2017 12:30:00 AM,Accepted,1,15,7.958333333,0.005526620,39
Boiler 4 Major OH. Loss of steam may force additional import of power up to our maximum,3/19/2016 11:30:00 PM,ENRG_KALGOORLIE_GT3,ENRG,Scheduled (Planned),2/29/2016 12:30:00 AM,Accepted,1,0,19.958333333,0.013859954,48
EMDB outage associated with shutdown of the CTB-EMD/ENB82 132kV Line,4/21/2017 11:00:00 AM,TESLA_PICTON_G1,TSLA_MGT,Scheduled (Planned),4/21/2017 7:00:00 AM,Accepted,1,40,0.166666667,0.000115741,1
Compulsory work required by the regulator to upgrade the common gas skid on site.,11/12/2016 7:30:00 AM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),11/7/2016 6:00:00 AM,Approved,1,190,5.0625,0.003515625,0
Compulsory work required by the regulator to upgrade the common gas skid on site.,11/12/2016 7:30:00 AM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),11/7/2016 6:00:00 AM,Approved,1,190,5.0625,0.003515625,0
Fault finding on the battery charger.,3/1/2016 3:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),3/1/2016 8:00:00 AM,Approved,1,190,0.3125,0.000217014,1
Isolation valve drop test,10/16/2016 11:30:00 AM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),10/16/2016 8:00:00 AM,Approved,1,190,0.145833333,0.000101273,4
Isolation valve drop test,10/16/2016 11:30:00 AM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),10/16/2016 8:00:00 AM,Approved,1,190,0.145833333,0.000101273,4
Extension of A-inspection outage workscope,7/24/2016 2:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),7/24/2016 8:00:00 AM,Approved,1,190,0.270833333,0.000188079,7
"Jacking, control and lube oil maintenance checks",3/31/2016 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),3/31/2016 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,8
"Jacking, control and lube oil maintenance checks",4/7/2016 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),4/7/2016 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,8
Regular routine maintenance,8/18/2016 11:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),8/18/2016 12:00:00 AM,Approved,1,190,0.979166667,0.000679977,8
Regular routine maintenance,8/25/2016 11:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),8/25/2016 12:00:00 AM,Approved,1,190,0.979166667,0.000679977,8
Routine Water Wash,2/15/2016 7:30:00 AM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),2/13/2016 6:00:00 PM,Approved,1,143,1.5625,0.001085069,8
Routine maintenance,8/11/2016 11:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),8/11/2016 12:00:00 AM,Approved,1,190,0.979166667,0.000679977,8
Pre-outage maintenance prior to planned A-inspection outage in July,6/30/2016 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),6/30/2016 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Pre-outage maintenance prior to planned A-inspection outage in July,7/7/2016 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),7/7/2016 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Pre-outage maintenance requirement prior to planned A-inspection outage in July,6/23/2016 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),6/23/2016 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine Maintenance,5/26/2016 5:00:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),5/26/2016 8:00:00 AM,Approved,1,190,0.375,0.000260417,9
Routine Maintenance,6/9/2016 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),6/9/2016 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine Maintenance,12/15/2016 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),12/15/2016 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine Maintenance,12/22/2016 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),12/22/2016 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine Maintenance,1/12/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),1/12/2017 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine Maintenance,1/19/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),1/19/2017 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine Maintenance,2/9/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),2/9/2017 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine Maintenance,2/16/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),2/16/2017 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine Maintenance,3/16/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),3/16/2017 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine Maintenance,4/6/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),4/6/2017 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine Maintenance,4/13/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),4/13/2017 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine Maintenance,6/1/2017 3:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),6/1/2017 8:00:00 AM,Approved,1,190,0.3125,0.000217014,9
Routine Maintenance,6/8/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),6/8/2017 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine Maintenance,6/29/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),6/29/2017 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine Maintenance,10/5/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),10/3/2017 8:00:00 AM,Approved,1,190,2.354166667,0.001634838,9
Routine maintenance,9/8/2016 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),9/8/2016 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Routine maintenance,9/15/2016 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),9/15/2016 8:00:00 AM,Approved,1,190,0.354166667,0.000245949,9
Windows 7 Upgrade,6/15/2016 4:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),6/12/2016 6:00:00 PM,Approved,1,143,2.9375,0.002039931,11
Extension of A-inspection outage,7/21/2016 7:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),7/21/2016 8:00:00 AM,Approved,1,190,0.479166667,0.000332755,12
Routine Water Wash,6/7/2016 7:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),6/7/2016 7:00:00 AM,Approved,1,190,0.520833333,0.000361690,12
Routine maintenance,10/13/2016 5:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),10/13/2016 6:00:00 AM,Approved,1,190,0.479166667,0.000332755,12
Routine maintenance,10/20/2016 5:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),10/20/2016 6:00:00 AM,Approved,1,190,0.479166667,0.000332755,12
HV equipment maintenance coinciding with maintenance of Tx line insulators on MGA - TS 81,4/5/2016 5:30:00 AM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),4/4/2016 7:00:00 PM,Approved,1,21.1,0.4375,0.000303819,13
HV equipment maintenance coinciding with maintenance of Tx line insulators on MGA - TS 81,4/7/2016 5:30:00 AM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),4/6/2016 7:00:00 PM,Approved,1,21.1,0.4375,0.000303819,13
